
id,Pokémon,Type,Talent,Tier,PV,Atq,Def,Ats,Defs,Vit
215,Farfuret de Hisui,"Combat
Poison","Attention
Regard Vif
Pickpocket",ZU,55,95,55,35,75,115
216,Teddiursa,Normal,"Ramassage
Pied Véloce
Cherche Miel",LC,60,80,50,50,50,40
217,Ursaring,Normal,"Cran
Pied Véloce
Tension",NFE,90,130,75,75,75,55
218,Limagma,Feu,"Armumagma
Corps Ardent
Armurouillée",LC,40,40,40,70,40,20
219,Volcaropod,"Feu
Roche","Armumagma
Corps Ardent
Armurouillée",ZU,60,50,120,90,80,30
220,Marcacrin,"Glace
Sol","Benêt
Rideau Neige
Isograisse",LC,50,50,40,30,30,50
221,Cochignon,"Glace
Sol","Benêt
Rideau Neige
Isograisse",NFE,100,100,80,60,60,50
222,Corayon,"Eau
Roche","Agitation
Médic Nature
Régé-Force",Untiered,65,55,95,65,95,35
222,Corayon de Galar,Spectre,"Armurouillée
Corps Maudit",Untiered,60,55,100,65,100,30
223,Rémoraid,Eau,"Agitation
Sniper
Lunatique",Untiered,35,65,35,65,35,65
224,Octillery,Eau,"Ventouse
Sniper
Lunatique",Untiered,75,105,75,105,75,45
225,Cadoizo,"Glace
Vol","Esprit Vital
Agitation
Insomnia",ZU,45,55,45,65,45,75
226,Démanta,"Eau
Vol","Glissade
Absorb Eau
Ignifu-Voile",Untiered,85,40,70,80,140,70
227,Airmure,"Acier
Vol","Regard Vif
Fermeté
Armurouillée",UU,65,80,140,40,70,70
228,Malosse,"Ténèbres
Feu","Matinal
Torche
Tension",LC,45,60,30,80,50,65
229,Démolosse,"Ténèbres
Feu","Matinal
Torche
Tension",ZU,75,90,50,110,80,95
229,Méga Démolosse,"Ténèbres
Feu",Force Soleil,Untiered,75,90,90,140,90,115
230,Hyporoi,"Eau
Dragon","Glissade
Sniper
Moiteur",(PU),75,95,95,95,95,85
231,Phanpy,Sol,"Ramassage
Voile Sable",LC,90,60,60,40,40,40
232,Donphan,Sol,"Fermeté
Voile Sable",UU,90,120,120,60,60,50
233,Porygon2,Normal,"Calque
Télécharge
Analyste",(PU),85,80,90,105,95,60
234,Cerfrousse,Normal,"Intimidation
Fouille
Herbivore",NFE,73,95,62,85,65,85
235,Queulorior,Normal,"Tempo Perso
Technicien
Lunatique",ZU,55,20,35,20,45,75
236,Debugant,Combat,"Cran
Impassible
Esprit Vital",LC,35,35,35,35,35,35
237,Kapoera,Combat,"Intimidation
Technicien
Impassible",ZU,50,95,95,35,110,70
238,Lippouti,"Glace
Psy","Benêt
Prédiction
Hydratation",Untiered,45,30,15,85,65,65
239,Élekid,Électrik,"Statik
Esprit Vital",LC,45,63,37,65,55,95
240,Magby,Feu,"Corps Ardent
Esprit Vital",NFE,45,75,37,70,55,83
241,Écrémeuh,Normal,"Isograisse
Querelleur
Herbivore",Untiered,95,80,105,40,70,100
242,Leuphorie,Normal,"Médic Nature
Sérénité
Coeur Soin",RU,255,10,10,75,135,55
243,Raikou,Électrik,"Pression
Attention",NU,90,85,75,115,100,115
244,Entei,Feu,"Pression
Attention",RU,115,115,85,90,75,100
245,Suicune,Eau,"Pression
Attention",NUBL,100,75,115,90,115,85
246,Embrylex,"Roche
Sol","Cran
Voile Sable",LC,50,64,50,45,50,41
247,Ymphect,"Roche
Sol",Mue,NFE,70,84,70,65,70,51
248,Tyranocif,"Roche
Ténèbres","Sable Volant
Tension",UU,100,134,110,95,100,61
248,Méga Tyranocif,"Roche
Ténèbres",Sable Volant,Untiered,100,164,150,95,120,71
249,Lugia,"Psy
Vol","Pression
Multiécaille",Uber,106,90,130,90,154,110
250,Ho-Oh,"Feu
Vol","Pression
Régé-Force",Uber,106,130,90,110,154,90
251,Celebi,"Psy
Plante",Médic Nature,Untiered,100,100,100,100,100,100
252,Arcko,Plante,"Engrais
Délestage",LC,40,45,35,65,55,70
253,Massko,Plante,"Engrais
Délestage",NFE,50,65,45,85,65,95
254,Jungko,Plante,"Engrais
Délestage",ZU,70,85,65,105,85,120
254,Méga Jungko,"Plante
Dragon",Paratonnerre,Untiered,70,110,75,145,85,145
255,Poussifeu,Feu,"Brasier
Turbo",NFE,45,60,40,70,50,45
256,Galifeu,"Feu
Combat","Brasier
Turbo",NFE,60,85,60,85,60,55
257,Braségali,"Feu
Combat","Brasier
Turbo",UUBL,80,120,70,110,70,80
257,Méga Braségali,"Feu
Combat",Turbo,Untiered,80,160,80,130,80,100
258,Gobou,Eau,"Torrent
Moiteur",LC,50,70,50,50,50,40
259,Flobio,"Eau
Sol","Torrent
Moiteur",NFE,70,85,70,60,70,50
260,Laggron,"Eau
Sol","Torrent
Moiteur",NU,100,110,90,85,90,60
260,Méga Laggron,"Eau
Sol",Glissade,Untiered,100,150,110,95,110,70
261,Medhyèna,Ténèbres,"Fuite
Pied Véloce
Phobique",LC,35,55,35,30,30,35
262,Grahyèna,Ténèbres,"Intimidation
Pied Véloce
Impudence",ZU,70,90,70,60,60,70
263,Zigzaton,Normal,"Ramassage
Gloutonnerie
Pied Véloce",Untiered,38,30,41,30,41,60
263,Zigzaton de Galar,"Ténèbres
Normal","Ramassage
Gloutonnerie
Pied Véloce",Untiered,38,30,41,30,41,60
264,Linéon,Normal,"Ramassage
Gloutonnerie
Pied Véloce",Untiered,78,70,61,50,61,100
264,Linéon de Galar,"Ténèbres
Normal","Ramassage
Gloutonnerie
Pied Véloce",Untiered,78,70,61,50,61,100
265,Chenipotte,Insecte,"Écran Poudre
Fuite",Untiered,45,45,35,20,30,20
266,Armulys,Insecte,Mue,Untiered,50,35,55,25,25,15
267,Charmillon,"Insecte
Vol","Essaim
Rivalité",Untiered,60,70,50,100,50,65
268,Blindalys,Insecte,Mue,Untiered,50,35,55,25,25,15
269,Papinox,"Insecte
Poison","Écran Poudre
Oeil Composé",Untiered,60,50,70,50,90,65
270,Nénupiot,"Eau
Plante","Glissade
Cuvette
Tempo Perso",LC,40,30,30,40,50,30
271,Lombre,"Eau
Plante","Glissade
Cuvette
Tempo Perso",NFE,60,50,50,60,70,50
272,Ludicolo,"Eau
Plante","Glissade
Cuvette
Tempo Perso",ZU,80,70,70,90,100,70
273,Grainipiot,Plante,"Chlorophylle
Matinal
Pickpocket",LC,40,40,50,30,30,30
274,Pifeuil,"Plante
Ténèbres","Chlorophylle
Matinal
Pickpocket",NFE,70,70,40,60,40,60
275,Tengalice,"Plante
Ténèbres","Chlorophylle
Aéroporté
Pickpocket",ZU,90,100,60,90,60,80
276,Nirondelle,"Normal
Vol","Cran
Querelleur",Untiered,40,55,30,30,30,85
277,Hélédelle,"Normal
Vol","Cran
Querelleur",Untiered,60,85,60,75,50,125
278,Goélise,"Eau
Vol","Regard Vif
Hydratation
Cuvette",LC,40,30,30,55,30,85
279,Bekipan,"Eau
Vol","Regard Vif
Crachin
Cuvette",UUBL,60,50,100,95,70,65
280,Tarsal,"Psy
Fée","Synchro
Calque
Télépathe",LC,28,25,25,45,35,40
281,Kirlia,"Psy
Fée","Synchro
Calque
Télépathe",NFE,38,35,35,65,55,50
282,Gardevoir,"Psy
Fée","Synchro
Calque
Télépathe",RU,68,65,65,125,115,80
282,Méga Gardevoir,"Psy
Fée",Peau Féérique,Untiered,68,85,65,165,135,100
283,Arakdo,"Insecte
Eau","Glissade
Cuvette",LC,40,30,32,50,52,65
284,Maskadra,"Insecte
Vol","Intimidation
Tension",ZU,70,60,62,100,82,80
285,Balignon,Plante,"Pose Spore
Soin Poison
Pied Véloce",LC,60,40,60,40,60,35
286,Chapignon,"Plante
Combat","Pose Spore
Soin Poison
Technicien",NU,60,130,80,60,60,70
287,Parecool,Normal,Absentéisme,LC,60,60,60,35,35,30
288,Vigoroth,Normal,Esprit Vital,NFE,80,80,80,55,55,90
289,Monaflèmit,Normal,Absentéisme,ZU,150,160,100,95,65,100
290,Ningale,"Insecte
Sol","Oeil Composé
Fuite",Untiered,31,45,90,30,30,40
291,Ninjask,"Insecte
Vol","Turbo
Infiltration",Untiered,61,90,45,50,50,160
292,Munja,"Insecte
Spectre",Garde Mystik,Untiered,1,90,45,30,30,40
293,Chuchmur,Normal,"Anti-Bruit
Phobique",Untiered,64,51,23,51,23,28
294,Ramboum,Normal,"Anti-Bruit
Querelleur",Untiered,84,71,43,71,43,48
295,Brouhabam,Normal,"Anti-Bruit
Querelleur",Untiered,104,91,63,91,73,68
296,Makuhita,Combat,"Isograisse
Cran
Sans Limite",LC,72,60,30,20,30,25
297,Hariyama,Combat,"Isograisse
Cran
Sans Limite",PU,144,120,60,40,60,50
298,Azurill,"Normal
Fée","Isograisse
Coloforce
Herbivore",LC,50,20,40,20,40,20
299,Tarinor,Roche,"Fermeté
Magnépiège
Force Sable",LC,30,45,135,45,90,30
300,Skitty,Normal,"Joli Sourire
Normalise
Peau Miracle",Untiered,50,45,45,35,35,50
301,Delcatty,Normal,"Joli Sourire
Normalise
Peau Miracle",Untiered,70,65,65,55,55,90
302,Ténéfix,"Ténèbres
Spectre","Regard Vif
Frein
Farceur",ZU,50,75,75,65,65,50
302,Méga Ténéfix,"Ténèbres
Spectre",Miroir Magik,Untiered,50,85,125,85,115,20
303,Mysdibule,"Acier
Fée","Hyper Cutter
Intimidation
Sans Limite",Untiered,50,85,85,55,55,50
303,Méga Mysdibule,"Acier
Fée",Coloforce,Untiered,50,105,125,55,95,50
304,Galekid,"Acier
Roche","Fermeté
Tête de Roc
Heavy Metal",Untiered,50,70,100,40,40,30
305,Galegon,"Acier
Roche","Fermeté
Tête de Roc
Heavy Metal",Untiered,60,90,140,50,50,40
306,Galeking,"Acier
Roche","Fermeté
Tête de Roc
Heavy Metal",Untiered,70,110,180,60,60,50
306,Méga Galeking,Acier,Filtre,Untiered,70,140,230,60,80,50
307,Méditikka,"Combat
Psy","Force Pure
Télépathe",NFE,30,40,55,40,55,60
308,Charmina,"Combat
Psy","Force Pure
Télépathe",ZU,60,60,75,60,75,80
308,Méga Charmina,"Combat
Psy",Force Pure,Untiered,60,100,85,80,85,100
309,Dynavolt,Électrik,"Statik
Paratonnerre
Minus",Untiered,40,45,40,65,40,65
310,Élecsprint,Électrik,"Statik
Paratonnerre
Minus",Untiered,70,75,60,105,60,105
310,Méga Élecsprint,Électrik,Intimidation,Untiered,70,75,80,135,80,135
311,Posipi,Électrik,"Plus
Paratonnerre",ZU,60,50,40,85,75,95
312,Négapi,Électrik,"Minus
Absorb Volt",ZU,60,40,50,75,85,95
313,Muciole,Insecte,"Lumiattirance
Essaim
Farceur",ZU,65,73,75,47,85,85
314,Lumivole,Insecte,"Benêt
Lentiteintée
Farceur",ZU,65,47,75,73,85,85
315,Rosélia,"Plante
Poison","Médic Nature
Point Poison
Feuille Garde",Untiered,50,60,45,100,80,65
316,Gloupti,Poison,"Suintement
Glue
Gloutonnerie",LC,70,43,53,43,53,40
317,Avaltout,Poison,"Suintement
Glue
Gloutonnerie",ZU,100,73,83,73,83,55
318,Carvanha,"Eau
Ténèbres","Peau Dure
Turbo",Untiered,45,90,20,65,20,65
319,Sharpedo,"Eau
Ténèbres","Peau Dure
Turbo",Untiered,70,120,40,95,40,95
319,Méga Sharpedo,"Eau
Ténèbres",Prognathe,Untiered,70,140,70,110,65,105
320,Wailmer,Eau,"Ignifu-Voile
Benêt
Pression",Untiered,130,70,35,70,35,60
321,Wailord,Eau,"Ignifu-Voile
Benêt
Pression",Untiered,170,90,45,90,45,60
322,Chamallot,"Feu
Sol","Benêt
Simple
Tempo Perso",LC,60,60,40,65,45,35
323,Camérupt,"Feu
Sol","Armumagma
Solide Roc
Colérique",ZU,70,100,70,105,75,40
323,Méga Camérupt,"Feu
Sol",Sans Limite,Untiered,70,120,100,145,105,20
324,Chartor,Feu,"Écran Fumée
Sécheresse
Coque Armure",ZU,70,85,140,85,70,20
325,Spoink,Psy,"Isograisse
Tempo Perso
Gloutonnerie",LC,60,25,35,70,80,60
326,Groret,Psy,"Isograisse
Tempo Perso
Gloutonnerie",ZU,80,45,65,90,110,80
327,Spinda,Normal,"Tempo Perso
Pieds Confus
Contestation",Untiered,60,60,60,60,60,60
328,Kraknoix,Sol,"Hyper Cutter
Piège Sable
Sans Limite",LC,45,100,45,45,45,10
329,Vibraninf,"Sol
Dragon",Lévitation,NFE,50,70,50,50,50,70
330,Libégon,"Sol
Dragon",Lévitation,NU,80,100,80,80,80,100
331,Cacnea,Plante,"Voile Sable
Absorb Eau",LC,50,85,40,85,40,35
332,Cacturne,"Plante
Ténèbres","Voile Sable
Absorb Eau",ZU,70,115,60,115,60,55
333,Tylton,"Normal
Vol","Médic Nature
Ciel Gris",LC,45,40,60,40,75,50
334,Altaria,"Dragon
Vol","Médic Nature
Ciel Gris",NU,75,70,90,70,105,80
334,Méga Altaria,"Dragon
Fée",Peau Féérique,Untiered,75,110,110,110,105,80
335,Mangriff,Normal,"Vaccin
Rage Poison",ZU,73,115,60,60,60,90
336,Séviper,Poison,"Mue
Infiltration",ZU,73,100,60,100,60,65
337,Séléroc,"Roche
Psy",Lévitation,Untiered,90,55,65,95,85,70
338,Solaroc,"Roche
Psy",Lévitation,Untiered,90,95,85,55,65,70
339,Barloche,"Eau
Sol","Benêt
Anticipation
Hydratation",LC,50,48,43,46,41,60
340,Barbicha,"Eau
Sol","Benêt
Anticipation
Hydratation",ZU,110,78,73,76,71,60
341,Écrapince,Eau,"Hyper Cutter
Coque Armure
Adaptabilité",LC,43,80,65,50,35,35
342,Colhomard,"Eau
Ténèbres","Hyper Cutter
Coque Armure
Adaptabilité",RU,63,120,85,90,55,55
343,Balbuto,"Sol
Psy",Lévitation,Untiered,40,40,55,40,70,55
344,Kaorine,"Sol
Psy",Lévitation,Untiered,60,70,105,70,120,75
345,Lilia,"Roche
Plante","Ventouse
Lavabo",Untiered,66,41,77,61,87,23
346,Vacilys,"Roche
Plante","Ventouse
Lavabo",Untiered,86,81,97,81,107,43
347,Anorith,"Roche
Insecte","Armurbaston
Glissade",Untiered,45,95,50,40,50,75
348,Armaldo,"Roche
Insecte","Armurbaston
Glissade",Untiered,75,125,100,70,80,45
349,Barpau,Eau,"Glissade
Benêt
Adaptabilité",LC,20,15,20,10,55,80
350,Milobellus,Eau,"Écaille Spéciale
Battant
Joli Sourire",PU,95,60,79,100,125,81
351,Morphéo,Normal,Météo,Untiered,70,70,70,70,70,70
351,Morphéo Blizzard,Glace,Météo,Untiered,70,70,70,70,70,70
351,Morphéo Solaire,Feu,Météo,Untiered,70,70,70,70,70,70
351,Morphéo Eau de Pluie,Eau,Météo,Untiered,70,70,70,70,70,70
352,Kecleon,Normal,"Déguisement
Protéen",Untiered,60,90,70,60,120,40
353,Polichombr,Spectre,"Insomnia
Fouille
Corps Maudit",LC,44,75,35,63,33,45
354,Branette,Spectre,"Insomnia
Fouille
Corps Maudit",ZU,64,115,65,83,63,65
354,Méga Branette,Spectre,Farceur,Untiered,64,165,75,93,83,75
355,Skelénox,Spectre,"Lévitation
Fouille",LC,20,40,90,30,90,25
356,Téraclope,Spectre,"Pression
Fouille",NFE,40,70,130,60,130,25
357,Tropius,"Plante
Vol","Chlorophylle
Force Soleil
Récolte",ZU,99,68,83,72,87,51
358,Éoko,Psy,Lévitation,ZU,75,50,80,95,90,65
359,Absol,Ténèbres,"Pression
Chanceux
Coeur Noble",Untiered,65,130,60,75,60,75
359,Méga Absol,Ténèbres,Miroir Magik,Untiered,65,150,60,115,60,115
360,Okéoké,Psy,"Marque Ombre
Télépathe",Untiered,95,23,48,23,48,23
361,Stalgamin,Glace,"Attention
Corps Gel
Lunatique",LC,50,50,50,50,50,50
362,Oniglali,Glace,"Attention
Corps Gel
Lunatique",ZU,80,80,80,80,80,80
362,Méga Oniglali,Glace,Peau Gelée,Untiered,80,120,80,120,80,100
363,Obalie,"Glace
Eau","Isograisse
Corps Gel
Benêt",Untiered,70,40,50,55,50,25
364,Phogleur,"Glace
Eau","Isograisse
Corps Gel
Benêt",Untiered,90,60,70,75,70,45
365,Kaimorse,"Glace
Eau","Isograisse
Corps Gel
Benêt",Untiered,110,80,90,95,90,65
366,Coquiperl,Eau,"Coque Armure
Phobique",Untiered,35,64,85,74,55,32
367,Serpang,Eau,"Glissade
Ignifu-Voile",Untiered,55,104,105,94,75,52
368,Rosabyss,Eau,"Glissade
Hydratation",Untiered,55,84,105,114,75,52
369,Relicanth,"Eau
Roche","Glissade
Tête de Roc
Fermeté",Untiered,100,90,130,45,65,55
370,Lovdisc,Eau,"Glissade
Hydratation",ZU,43,30,55,40,65,97
371,Draby,Dragon,"Tête de Roc
Sans Limite",LC,45,75,60,40,30,50
372,Drackhaus,Dragon,"Tête de Roc
Envelocape",NFE,65,95,100,60,50,50
373,Drattak,"Dragon
Vol","Intimidation
Impudence",RUBL,95,135,80,110,80,100
373,Méga Drattak,"Dragon
Vol",Peau Céleste,Untiered,95,145,130,120,90,120
374,Terhal,"Acier
Psy","Corps Sain
Light Metal",LC,40,55,80,35,60,30
375,Métang,"Acier
Psy","Corps Sain
Light Metal",NFE,60,75,100,55,80,50
376,Métalosse,"Acier
Psy","Corps Sain
Light Metal",UU,80,135,130,95,90,70
376,Méga Métalosse,"Acier
Psy",Griffe Dure,Untiered,80,145,150,105,110,110
377,Regirock,Roche,"Corps Sain
Fermeté",ZU,80,100,200,50,100,50
378,Regice,Glace,"Corps Sain
Corps Gel",ZU,80,50,100,100,200,50
379,Registeel,Acier,"Corps Sain
Light Metal",RU,80,75,150,75,150,50
380,Latias,"Dragon
Psy",Lévitation,UUBL,80,80,90,110,130,110
380,Méga Latias,"Dragon
Psy",Lévitation,Untiered,80,100,120,140,150,110
381,Latios,"Dragon
Psy",Lévitation,UU,80,90,80,130,110,110
381,Méga Latios,"Dragon
Psy",Lévitation,Untiered,80,130,100,160,120,110
382,Kyogre,Eau,Crachin,Uber,100,100,90,150,140,90
382,Primo Kyogre,Eau,Mer Primaire,Untiered,100,150,90,180,160,90
383,Groudon,Sol,Sécheresse,Uber,100,150,140,100,90,90
383,Primo Groudon,"Sol
Feu",Terre Finale,Untiered,100,180,160,150,90,90
384,Rayquaza,"Dragon
Vol",Air Lock,Uber,105,150,90,150,90,95
384,Méga Rayquaza,"Dragon
Vol",Souffle Delta,Untiered,105,180,100,180,100,115
385,Jirachi,"Acier
Psy",Sérénité,RU,100,100,100,100,100,100
386,Deoxys,Psy,Pression,Uber,50,150,50,150,50,150
386,Deoxys Défense,Psy,Pression,NUBL,50,70,160,70,160,90
386,Deoxys Vitesse,Psy,Pression,OU,50,95,90,95,90,180
386,Deoxys Attaque,Psy,Pression,Uber,50,180,20,180,20,150
387,Tortipouss,Plante,"Engrais
Coque Armure",LC,55,68,64,45,55,31
388,Boskara,Plante,"Engrais
Coque Armure",NFE,75,89,85,55,65,36
389,Torterra,"Plante
Sol","Engrais
Coque Armure",PUBL,95,109,105,75,85,56
390,Ouisticram,Feu,"Brasier
Poing de Fer",LC,44,58,44,58,44,61
391,Chimpenfeu,"Feu
Combat","Brasier
Poing de Fer",NFE,64,78,52,78,52,81
392,Simiabraz,"Feu
Combat","Brasier
Poing de Fer",NU,76,104,71,104,71,108
393,Tiplouf,Eau,"Torrent
Battant",LC,53,51,53,61,56,40
394,Prinplouf,Eau,"Torrent
Battant",NFE,64,66,68,81,76,50
395,Pingoléon,"Eau
Acier","Torrent
Battant",RU,84,86,88,111,101,60
396,Étourmi,"Normal
Vol","Regard Vif
Téméraire",LC,40,55,30,30,30,60
397,Étourvol,"Normal
Vol","Intimidation
Téméraire",NFE,55,75,50,40,40,80
398,Étouraptor,"Normal
Vol","Intimidation
Téméraire",NU,85,120,70,50,60,100
399,Keunotor,Normal,"Simple
Inconscient
Lunatique",Untiered,59,45,40,35,40,31
400,Castorno,"Normal
Eau","Simple
Inconscient
Lunatique",Untiered,79,85,60,55,60,71
401,Crikzik,Insecte,"Mue
Fuite",LC,37,25,41,25,41,25
402,Mélokrik,Insecte,"Essaim
Technicien",ZU,77,85,51,55,51,65
403,Lixy,Électrik,"Rivalité
Intimidation
Cran",LC,45,65,34,40,34,45
404,Luxio,Électrik,"Rivalité
Intimidation
Cran",NFE,60,85,49,60,49,60
405,Luxray,Électrik,"Rivalité
Intimidation
Cran",ZU,80,120,79,95,79,70
406,Rozbouton,"Plante
Poison","Médic Nature
Point Poison
Feuille Garde",Untiered,40,30,35,50,70,55
407,Roserade,"Plante
Poison","Médic Nature
Point Poison
Technicien",Untiered,60,70,65,125,105,90
408,Kranidos,Roche,"Brise Moule
Sans Limite",LC,67,125,40,30,30,58
409,Charkos,Roche,"Brise Moule
Sans Limite",ZU,97,165,60,65,50,58
410,Dinoclier,"Roche
Acier","Fermeté
Anti-Bruit",LC,30,42,118,42,88,30
411,Bastiodon,"Roche
Acier","Fermeté
Anti-Bruit",ZU,60,52,168,47,138,30
412,Cheniti,Insecte,"Mue
Envelocape",Untiered,40,29,45,29,45,36
413,Cheniselle Cape Plante,"Insecte
Plante","Anticipation
Envelocape",Untiered,60,59,85,79,105,36
413,Cheniselle Cape Déchet,"Insecte
Acier","Anticipation
Envelocape",Untiered,60,69,95,69,95,36
413,Cheniselle Cape Sable,"Insecte
Sol","Anticipation
Envelocape",Untiered,60,79,105,59,85,36
414,Papilord,"Insecte
Vol","Essaim
Lentiteintée",Untiered,70,94,50,94,50,66
415,Apitrini,"Insecte
Vol","Cherche Miel
Agitation",LC,30,30,42,30,42,70
416,Apireine,"Insecte
Vol","Pression
Tension",ZU,70,80,102,80,102,40
417,Pachirisu,Électrik,"Fuite
Ramassage
Absorb Volt",ZU,60,45,70,45,90,95
418,Mustébouée,Eau,"Glissade
Ignifu-Voile",LC,55,65,35,60,30,85
419,Mustéflott,Eau,"Glissade
Ignifu-Voile",(PU),85,105,55,85,50,115
420,Ceribou,Plante,Chlorophylle,Untiered,45,35,45,62,53,35
421,Ceriflor Temps Couvert,Plante,Don Floral,Untiered,70,60,70,87,78,85
421,Ceriflor Temps Ensoleillé,Plante,Don Floral,Untiered,70,60,70,87,78,85
422,Sancoki,Eau,"Glue
Lavabo
Force Sable",LC,76,48,48,57,62,34
423,Tritosor,"Eau
Sol","Glue
Lavabo
Force Sable",RU,111,83,68,92,82,39
424,Capidextre,Normal,"Technicien
Ramassage
Multi-Coups",PU,75,100,66,60,66,115
425,Baudrive,"Spectre
Vol","Boom Final
Délestage
Rage Brûlure",LC,90,50,34,60,44,70
426,Grodrive,"Spectre
Vol","Boom Final
Délestage
Rage Brûlure",ZU,150,80,44,90,54,80
427,Laporeille,Normal,"Fuite
Maladresse
Échauffement",Untiered,55,66,44,44,56,85
428,Lockpin,Normal,"Joli Sourire
Maladresse
Échauffement",Untiered,65,76,84,54,96,105
428,Méga Lockpin,"Normal
Combat",Querelleur,Untiered,65,136,94,54,96,135
429,Magirêve,Spectre,Lévitation,ZU,60,60,60,105,105,105
430,Corboss,"Ténèbres
Vol","Insomnia
Chanceux
Impudence",ZU,100,125,52,105,52,71
431,Chaglam,Normal,"Échauffement
Tempo Perso
Regard Vif",Untiered,49,55,42,42,37,85
432,Chaffreux,Normal,"Isograisse
Tempo Perso
Acharné",Untiered,71,82,64,64,59,112
433,Korillon,Psy,Lévitation,LC,45,30,50,65,50,45
434,Moufouette,"Poison
Ténèbres","Puanteur
Boom Final
Regard Vif",LC,63,63,47,41,41,74
435,Moufflair,"Poison
Ténèbres","Puanteur
Boom Final
Regard Vif",PU,103,93,67,71,61,84
436,Archéomire,"Acier
Psy","Lévitation
Ignifugé
Heavy Metal",LC,57,24,86,24,86,23
437,Archéodong,"Acier
Psy","Lévitation
Ignifugé
Heavy Metal",NU,67,89,116,79,116,33
438,Manzaï,Roche,"Fermeté
Tête de Roc
Phobique",LC,50,80,95,10,45,10
439,Mime Jr.,"Psy
Fée","Anti-Bruit
Filtre
Technicien",Untiered,20,25,45,70,90,60
440,Ptiravi,Normal,"Médic Nature
Sérénité
Garde Amie",LC,100,5,5,15,65,30
441,Pijako,"Normal
Vol","Regard Vif
Pieds Confus
Coeur de Coq",Untiered,76,65,45,92,42,91
442,Spiritomb,"Spectre
Ténèbres","Pression
Infiltration",ZU,50,92,108,92,108,35
443,Griknot,"Dragon
Sol","Voile Sable
Peau Dure",LC,58,70,45,40,45,42
444,Carmache,"Dragon
Sol","Voile Sable
Peau Dure",NFE,68,90,65,50,55,82
445,Carchacrok,"Dragon
Sol","Voile Sable
Peau Dure",UUBL,108,130,95,80,85,102
445,Méga Carchacrok,"Dragon
Sol",Force Sable,Untiered,108,170,115,120,95,92
446,Goinfrex,Normal,"Ramassage
Isograisse
Gloutonnerie",LC,135,85,40,40,85,5
447,Riolu,Combat,"Impassible
Attention
Farceur",LC,40,70,40,35,40,60
448,Lucario,"Combat
Acier","Impassible
Attention
Coeur Noble",NUBL,70,110,70,115,70,90
448,Méga Lucario,"Combat
Acier",Adaptabilité,Untiered,70,145,88,140,70,112
449,Hippopotas,Sol,"Sable Volant
Force Sable",LC,68,72,78,38,42,32
450,Hippodocus,Sol,"Sable Volant
Force Sable",RU,108,112,118,68,72,47
451,Rapion,"Poison
Insecte","Armurbaston
Sniper
Regard Vif",Untiered,40,50,90,30,55,65
452,Drascore,"Poison
Ténèbres","Armurbaston
Sniper
Regard Vif",Untiered,70,90,110,60,75,95
453,Cradopaud,"Poison
Combat","Anticipation
Peau Sèche
Toxitouche",LC,48,61,40,61,40,50
454,Coatox,"Poison
Combat","Anticipation
Peau Sèche
Toxitouche",NU,83,106,65,86,65,85
455,Vortente,Plante,Lévitation,Untiered,74,100,72,90,72,46
456,Écayon,Eau,"Glissade
Lavabo
Ignifu-Voile",LC,49,49,56,49,61,66
457,Luminéon,Eau,"Glissade
Lavabo
Ignifu-Voile",ZU,69,69,76,69,86,91
458,Babimanta,"Eau
Vol","Glissade
Absorb Eau
Ignifu-Voile",Untiered,45,20,50,60,120,50
459,Blizzi,"Plante
Glace","Alerte Neige
Anti-Bruit",LC,60,62,50,62,60,40
460,Blizzaroi,"Plante
Glace","Alerte Neige
Anti-Bruit",ZU,90,92,75,92,85,60
460,Méga Blizzaroi,"Plante
Glace",Alerte Neige,Untiered,90,132,105,132,105,30
461,Dimoret,"Ténèbres
Glace","Pression
Pickpocket",OU,70,120,65,45,85,125
462,Magnézone,"Électrik
Acier","Magnépiège
Fermeté
Analyste",RU,70,70,115,130,90,60
463,Coudlangue,Normal,"Tempo Perso
Benêt
Ciel Gris",Untiered,110,85,95,80,95,50
464,Rhinastoc,"Sol
Roche","Paratonnerre
Solide Roc
Téméraire",NU,115,140,130,55,55,40
465,Bouldeneu,Plante,"Chlorophylle
Feuille Garde
Régé-Force",Untiered,100,100,125,110,50,50
466,Élekable,Électrik,"Motorisé
Esprit Vital",ZU,75,123,67,95,85,95
467,Maganon,Feu,"Corps Ardent
Esprit Vital",ZU,75,95,67,125,95,83
468,Togekiss,"Fée
Vol","Agitation
Sérénité
Chanceux",Untiered,85,50,95,120,115,80
469,Yanméga,"Insecte
Vol","Turbo
Lentiteintée
Fouille",RUBL,86,76,86,116,56,95
470,Phyllali,Plante,"Feuille Garde
Chlorophylle",ZU,65,110,130,60,65,95
471,Givrali,Glace,"Rideau Neige
Corps Gel",ZU,65,60,110,130,95,65
472,Scorvol,"Sol
Vol","Hyper Cutter
Voile Sable
Soin Poison",OU,75,95,125,45,75,95
473,Mammochon,"Glace
Sol","Benêt
Rideau Neige
Isograisse",RU,110,130,80,70,60,80
474,Porygon-Z,Normal,"Adaptabilité
Télécharge
Analyste",NUBL,85,80,70,135,75,90
475,Gallame,"Psy
Combat","Impassible
Incisif
Coeur Noble",RU,68,125,65,65,115,80
475,Méga Gallame,"Psy
Combat",Attention,Untiered,68,165,95,65,115,110
476,Tarinorme,"Roche
Acier","Fermeté
Magnépiège
Force Sable",ZU,60,55,145,75,150,40
